arcd,prvn,cityabbr,pst,name,offcd,id,committee,rank,year,wk_b,wk_e
371000,山东省,威海,市长,宋远方,4513,371002002,非党委常委,正市/厅/局级,2004,2002-04-01,2007-03-01
371000,山东省,威海,市长,张惠,7385,371002012,非党委常委,正市/厅/局级,2012,2011-12-01,2017-07-01
450200,广西壮族自治区,柳州,市委书记,郑俊康,5495,450202008,非党委常委,正市/厅/局级,2016,2013-01-01,2021-02-01
450200,广西壮族自治区,柳州,市委书记,郑俊康,5495,450202008,非党委常委,正市/厅/局级,2020,2013-01-01,2021-02-01
450200,广西壮族自治区,柳州,市长,刘知炳,3485,450201990,非党委常委,正市/厅/局级,1992,1990-06-01,1995-02-01
140300,山西省,阳泉,市长,雷健坤,18958,140302018,非党委常委,正市/厅/局级,2020,2017-12-01,2021-09-01
140400,山西省,长治,市委书记,光敏,1318,140411991,非党委常委,正市/厅/局级,1992,1990-11-01,1993-02-01
140400,山西省,长治,市委书记,谢拴贵,6352,140401995,非党委常委,正市/厅/局级,1996,1995-12-01,1997-12-01
140300,山西省,阳泉,市长,白云,77,140302006,非党委常委,正市/厅/局级,2008,2006-02-01,2009-04-01
140300,山西省,阳泉,市长,李栋梁,2306,140302009,非党委常委,正市/厅/局级,2012,2009-04-01,2013-02-01
140300,山西省,阳泉,市长,董一兵,18960,140302016,非党委常委,正市/厅/局级,2016,2015-11-01,2017-12-01
371000,山东省,威海,市长,崔曰臣,756,371001998,非党委常委,正市/厅/局级,2000,1998-06-01,2002-04-01
371000,山东省,威海,市委书记,孙述涛,5600,371002008,非党委常委,正市/厅/局级,2012,2011-12-01,2018-03-01
371000,山东省,威海,市委书记,孙述涛,5600,371002008,非党委常委,正市/厅/局级,2016,2011-12-01,2018-03-01
450200,广西壮族自治区,柳州,市长,赵玉林,8012,450201995,非党委常委,正市/厅/局级,1996,1995-03-01,1997-05-01
450200,广西壮族自治区,柳州,市长,宋继东,4467,450201997,非党委常委,正市/厅/局级,2000,1997-05-01,2002-12-01
450200,广西壮族自治区,柳州,市长,陈向群,552,450202003,非党委常委,正市/厅/局级,2004,2002-12-01,2007-04-01
371000,山东省,威海,市委书记,臧海强,7155,371001991,非党委常委,正市/厅/局级,1996,1992-03-01,1998-06-01
371000,山东省,威海,市委书记,孙守璞,5598,371001996,非党委常委,正市/厅/局级,2000,1998-06-01,2002-03-01
140400,山西省,长治,市委书记,张兵生,7203,140402002,非党委常委,正市/厅/局级,2004,2003-02-01,2006-02-01
652100,新疆维吾尔自治区,吐鲁番,市委书记,刘新胜,12388,650412008,非党委常委,正市/厅/局级,2012,2008-05-01,2013-03-01
652100,新疆维吾尔自治区,吐鲁番,市委书记,张文全,17275,650412013,非党委常委,正市/厅/局级,2016,2013-03-01,2017-03-01
371000,山东省,威海,市委书记,崔曰臣,756,371001998,非党委常委,正市/厅/局级,2004,2002-03-01,2008-01-01
450200,广西壮族自治区,柳州,市长,郑俊康,5495,450202008,非党委常委,正市/厅/局级,2012,2008-02-01,2013-02-01
450200,广西壮族自治区,柳州,市长,吴炜,6135,450202016,非党委常委,正市/厅/局级,2016,2015-12-01,2021-02-01
450200,广西壮族自治区,柳州,市长,吴炜,6135,450202016,非党委常委,正市/厅/局级,2020,2015-12-01,2021-02-01
370900,山东省,泰安,市长,王云鹏,4966,370902012,非党委常委,正市/厅/局级,2012,2011-12-01,2016-07-01
370900,山东省,泰安,市长,张涛,22194,370902019,非党委常委,正市/厅/局级,2020,2019-05-01,2023-01-01
370900,山东省,泰安,市长,鲍志强,103,211311992,非党委常委,正市/厅/局级,2000,1998-12-01,2001-01-01
370900,山东省,泰安,市长,贾学英,1971,370902003,非党委常委,正市/厅/局级,2004,2002-12-01,2006-12-01
370900,山东省,泰安,市长,李洪峰,2375,370902007,非党委常委,正市/厅/局级,2008,2006-12-01,2011-12-01
450300,广西壮族自治区,桂林,市委书记,洪普洲,10256,450311996,非党委常委,正市/厅/局级,1996,1996-01-01,1998-01-01
450300,广西壮族自治区,桂林,市委书记,姜兴和,10830,450311998,非党委常委,正市/厅/局级,2000,1998-01-01,2001-12-01
370900,山东省,泰安,市委书记,崔洪刚,22177,371602013,非党委常委,正市/厅/局级,2020,2018-05-01,2021-02-01
140400,山西省,长治,市委书记,田喜荣,5787,140602006,非党委常委,正市/厅/局级,2012,2011-01-01,2013-02-01
140400,山西省,长治,市委书记,孙大军,18962,140412018,非党委常委,正市/厅/局级,2020,2018-02-01,2021-03-01
652100,新疆维吾尔自治区,吐鲁番,市委书记,杨刚,6700,650411994,非党委常委,正市/厅/局级,1996,1994-06-01,1997-07-01
652100,新疆维吾尔自治区,吐鲁番,市委书记,宋爱荣,13882,650412000,非党委常委,正市/厅/局级,2000,1999-09-01,2005-01-01
652100,新疆维吾尔自治区,吐鲁番,市委书记,宋爱荣,13882,650412000,非党委常委,正市/厅/局级,2004,1999-09-01,2005-01-01
370900,山东省,泰安,市长,张知平,7806,370901993,非党委常委,正市/厅/局级,1996,1993-01-01,1997-12-01
450300,广西壮族自治区,桂林,市委书记,莫永清,3953,450302002,非党委常委,正市/厅/局级,2004,2002-10-01,2007-04-01
450300,广西壮族自治区,桂林,市委书记,刘君,3250,450502001,非党委常委,正市/厅/局级,2012,2008-08-01,2013-02-01
450300,广西壮族自治区,桂林,市委书记,赵乐秦,7915,610702006,非党委常委,正市/厅/局级,2016,2013-02-01,2021-01-01
370900,山东省,泰安,市委书记,耿文清,1265,370902001,非党委常委,正市/厅/局级,2004,2002-12-01,2008-02-01
370900,山东省,泰安,市委书记,李洪峰,2375,370902007,非党委常委,正市/厅/局级,2012,2011-12-01,2016-07-01
450300,广西壮族自治区,桂林,市委书记,赵乐秦,7915,610702006,非党委常委,正市/厅/局级,2020,2013-02-01,2021-01-01
450300,广西壮族自治区,桂林,市长,袁凤兰,7111,450301990,非党委常委,正市/厅/局级,1992,1990-03-01,1995-02-01
450300,广西壮族自治区,桂林,市长,黎明智,11135,450301996,非党委常委,正市/厅/局级,1996,1995-09-01,1997-03-01
370900,山东省,泰安,市委书记,胡建学,1648,370901990,非党委常委,正市/厅/局级,1992,1991-06-01,1995-01-01
370900,山东省,泰安,市委书记,张庆黎,7548,370501993,非党委常委,正市/厅/局级,1996,1995-01-01,1997-12-01
370900,山东省,泰安,市委书记,莫振奎,3955,371411996,非党委常委,正市/厅/局级,2000,1997-12-01,2001-02-01
370800,山东省,济宁,市长,张振川,7795,370802007,非党委常委,正市/厅/局级,2008,2006-12-01,2010-12-01
370800,山东省,济宁,市长,梅永红,3903,370802011,非党委常委,正市/厅/局级,2012,2010-12-01,2015-09-01
140400,山西省,长治,市长,曹中厚,193,140401992,非党委常委,正市/厅/局级,1992,1991-01-01,1993-01-01
140400,山西省,长治,市长,郭有勤,1407,140401999,非党委常委,正市/厅/局级,2000,1999-06-01,2001-08-01
650200,新疆维吾尔自治区,克拉玛依,市长,徐卫喜,6481,650202004,非党委常委,正市/厅/局级,2008,2004-05-01,2009-09-01
650200,新疆维吾尔自治区,克拉玛依,市长,陈新发,561,650202010,非党委常委,正市/厅/局级,2012,2010-03-01,2015-01-01
650200,新疆维吾尔自治区,克拉玛依,市长,张红彦,7361,650202015,非党委常委,正市/厅/局级,2016,2015-01-01,2017-11-01
650200,新疆维吾尔自治区,克拉玛依,市长,王刚,6022,650202018,非党委常委,正市/厅/局级,2020,2017-11-01,2021-01-01
370800,山东省,济宁,市长,傅明先,9586,370802016,非党委常委,正市/厅/局级,2016,2015-09-01,2018-04-01
450300,广西壮族自治区,桂林,市长,李金早,2443,450301999,非党委常委,正市/厅/局级,2000,1998-10-01,2001-10-01
450300,广西壮族自治区,桂林,市长,王跃飞,15091,450302003,非党委常委,正市/厅/局级,2004,2002-10-01,2006-01-01
450300,广西壮族自治区,桂林,市长,李志刚,2829,450302008,非党委常委,正市/厅/局级,2012,2008-02-01,2013-01-01
450300,广西壮族自治区,桂林,市长,周家斌,5274,450502012,非党委常委,正市/厅/局级,2016,2015-02-01,2017-11-01
370800,山东省,济宁,市长,王仁元,14828,370801993,非党委常委,正市/厅/局级,1996,1993-04-01,1997-12-01
370800,山东省,济宁,市长,周齐,5295,370801999,非党委常委,正市/厅/局级,2000,1998-12-01,2002-12-01
370800,山东省,济宁,市长,吕在模,12838,370802003,非党委常委,正市/厅/局级,2004,2002-12-01,2006-12-01
370800,山东省,济宁,市委书记,马平昌,3807,371202007,非党委常委,正市/厅/局级,2016,2011-12-01,2017-01-01
370800,山东省,济宁,市委书记,傅明先,22125,370802016,非党委常委,正市/厅/局级,2020,2018-04-01,2021-02-01
140400,山西省,长治,市长,张保,7187,140402008,非党委常委,正市/厅/局级,2012,2008-02-01,2013-02-01
650200,新疆维吾尔自治区,克拉玛依,市长,谢宏,22418,650201991,非党委常委,正市/厅/局级,1992,1991-09-01,1993-01-01
650200,新疆维吾尔自治区,克拉玛依,市长,唐健,5714,650202000,非党委常委,正市/厅/局级,2000,1999-09-01,2004-05-01
370800,山东省,济宁,市长,王修智,4876,370801992,非党委常委,正市/厅/局级,1992,1991-11-01,1993-04-01
450300,广西壮族自治区,桂林,市长,秦春成,19147,450302018,非党委常委,正市/厅/局级,2020,2017-11-01,2021-06-01
450400,广西壮族自治区,梧州,市委书记,雷爱祖,11102,450411995,非党委常委,正市/厅/局级,1996,1995-05-01,1998-12-01
450400,广西壮族自治区,梧州,市委书记,文子忠,15286,450411999,非党委常委,正市/厅/局级,2000,1998-12-01,2003-04-01
370800,山东省,济宁,市委书记,贾万志,1969,370801998,非党委常委,正市/厅/局级,2000,1998-12-01,2006-02-01
370800,山东省,济宁,市委书记,贾万志,1969,370801998,非党委常委,正市/厅/局级,2004,1998-12-01,2006-02-01
370800,山东省,济宁,市委书记,孙守刚,14102,370812006,非党委常委,正市/厅/局级,2008,2006-02-01,2010-11-01
370800,山东省,济宁,市委书记,马平昌,3807,371202007,非党委常委,正市/厅/局级,2012,2011-12-01,2017-01-01
450400,广西壮族自治区,梧州,市委书记,任燮康,13610,450412003,非党委常委,正市/厅/局级,2004,2003-04-01,2008-02-01
450400,广西壮族自治区,梧州,市委书记,刘志勇,3492,451002004,非党委常委,正市/厅/局级,2012,2009-01-01,2014-01-01
650200,新疆维吾尔自治区,克拉玛依,市委书记,徐卫喜,6481,650202004,非党委常委,正市/厅/局级,2012,2009-09-01,2015-01-01
650200,新疆维吾尔自治区,克拉玛依,市委书记,陈新发,561,650202010,非党委常委,正市/厅/局级,2016,2015-01-01,2017-04-01
650200,新疆维吾尔自治区,克拉玛依,市委书记,赵文泉,19235,650212017,非党委常委,正市/厅/局级,2020,2017-04-01,2023-01-01
140400,山西省,长治,市长,杜善学,944,140402003,非党委常委,正市/厅/局级,2004,2003-03-01,2008-02-01
370700,山东省,潍坊,市长,田庆盈,22282,370702018,非党委常委,正市/厅/局级,2020,2018-07-01,2021-03-01
370800,山东省,济宁,市委书记,韩寓群,1460,370801990,非党委常委,正市/厅/局级,1992,1991-11-01,1993-04-01
370800,山东省,济宁,市委书记,王修智,4876,370801992,非党委常委,正市/厅/局级,1996,1993-04-01,1997-12-01
370700,山东省,潍坊,市长,许立全,6533,370702007,非党委常委,正市/厅/局级,2008,2006-09-01,2011-11-01
370700,山东省,潍坊,市长,刘曙光,3347,370702012,非党委常委,正市/厅/局级,2012,2011-12-01,2017-01-01
370700,山东省,潍坊,市长,刘曙光,3347,370702012,非党委常委,正市/厅/局级,2016,2011-12-01,2017-01-01
450400,广西壮族自治区,梧州,市委书记,黄俊华,1776,450302013,非党委常委,正市/厅/局级,2016,2014-01-01,2018-01-01
450400,广西壮族自治区,梧州,市委书记,全桂寿,19148,450412018,非党委常委,正市/厅/局级,2020,2018-01-01,2021-06-01
450400,广西壮族自治区,梧州,市长,倪龙生,3975,450401994,非党委常委,正市/厅/局级,1996,1994-06-01,1998-12-01
370700,山东省,潍坊,市长,王大海,5889,370701993,非党委常委,正市/厅/局级,1996,1993-03-01,1997-01-01
370700,山东省,潍坊,市长,王伯祥,14504,370702000,非党委常委,正市/厅/局级,2000,2000-01-01,2002-12-01
370700,山东省,潍坊,市长,张新起,7701,370702003,非党委常委,正市/厅/局级,2004,2002-12-01,2006-09-01
450400,广西壮族自治区,梧州,市长,黄方方,1730,450401999,非党委常委,正市/厅/局级,2000,1998-12-01,2002-02-01
450400,广西壮族自治区,梧州,市长,钟想廷,17858,450402002,非党委常委,正市/厅/局级,2004,2002-02-01,2006-01-01
650200,新疆维吾尔自治区,克拉玛依,市委书记,唐健,5714,650202000,非党委常委,正市/厅/局级,2008,2004-05-01,2009-09-01
140500,山西省,晋城,市委书记,张少农,7573,140802000,非党委常委,正市/厅/局级,2004,2001-05-01,2005-01-01
140400,山西省,长治,市长,杨勤荣,18961,140402018,非党委常委,正市/厅/局级,2020,2018-01-01,2021-04-01
140500,山西省,晋城,市委书记,李拴纣,2619,140501995,非党委常委,正市/厅/局级,1996,1996-01-01,1998-04-01
370700,山东省,潍坊,市委书记,杜昌文,924,371702003,非党委常委,正市/厅/局级,2016,2013-03-01,2017-01-01
370700,山东省,潍坊,市委书记,惠新安,22207,370712019,非党委常委,正市/厅/局级,2020,2018-12-01,2021-01-01
370700,山东省,潍坊,市长,齐乃贵,4133,370701992,非党委常委,正市/厅/局级,1992,1991-09-01,1993-03-01
450400,广西壮族自治区,梧州,市长,王凯,4600,450402008,非党委常委,正市/厅/局级,2012,2008-02-01,2013-01-01
450400,广西壮族自治区,梧州,市长,朱学庆,5394,450402013,非党委常委,正市/厅/局级,2016,2013-02-01,2017-12-01
370700,山东省,潍坊,市委书记,张传林,7233,370411998,非党委常委,正市/厅/局级,2004,2002-12-01,2006-09-01
370700,山东省,潍坊,市委书记,张新起,7701,370702003,非党委常委,正市/厅/局级,2008,2006-09-01,2011-11-01
370700,山东省,潍坊,市委书记,许立全,6533,370702007,非党委常委,正市/厅/局级,2012,2011-12-01,2013-03-01
370600,山东省,烟台,市长,陈飞,22348,371402015,非党委常委,正市/厅/局级,2020,2018-12-01,2021-04-01
370700,山东省,潍坊,市委书记,赵长风,17690,370711992,非党委常委,正市/厅/局级,1992,1991-08-01,1993-04-01
370700,山东省,潍坊,市委书记,齐乃贵,4133,370701992,非党委常委,正市/厅/局级,1996,1993-04-01,1997-12-01
140500,山西省,晋城,市委书记,张九萍,7466,141102009,非党委常委,正市/厅/局级,2016,2012-01-01,2018-01-01
140500,山西省,晋城,市委书记,张志川,18964,140512018,非党委常委,正市/厅/局级,2020,2018-01-01,2022-01-01
650100,新疆维吾尔自治区,乌鲁木齐,市长,牙生·司地克,19234,650102018,非党委常委,正市/厅/局级,2020,2018-01-01,2021-04-01
370700,山东省,潍坊,市委书记,曹学成,8340,370711998,非党委常委,正市/厅/局级,2000,1997-12-01,2002-12-01
450500,广西壮族自治区,北海,市委书记,温卡华,15263,450512001,省委常委,副省/部级,2004,2003-04-01,2009-02-01
450500,广西壮族自治区,北海,市委书记,温卡华,15263,450512001,省委常委,副省/部级,2008,2003-04-01,2009-02-01
370600,山东省,烟台,市长,张江汀,7436,370602007,非党委常委,正市/厅/局级,2008,2006-10-01,2011-05-01
370600,山东省,烟台,市长,王良,4625,370602011,非党委常委,正市/厅/局级,2012,2011-06-01,2013-07-01
370600,山东省,烟台,市长,张永霞,17374,370602015,非党委常委,正市/厅/局级,2016,2015-05-01,2018-10-01
450500,广西壮族自治区,北海,市委书记,王小东,4846,450512009,非党委常委,正市/厅/局级,2012,2009-02-01,2013-12-01
450500,广西壮族自治区,北海,市委书记,王乃学,18649,450512017,非党委常委,正市/厅/局级,2020,2016-11-01,2021-01-01
370600,山东省,烟台,市长,任海深,4259,370601995,非党委常委,正市/厅/局级,1996,1995-06-01,1997-12-01
370600,山东省,烟台,市长,杨金镜,16226,370601998,非党委常委,正市/厅/局级,2000,1997-12-01,2002-12-01
370600,山东省,烟台,市长,周齐,5295,370801999,非党委常委,正市/厅/局级,2004,2002-12-01,2006-03-01
450500,广西壮族自治区,北海,市长,帅立国,4441,450501991,非党委常委,正市/厅/局级,1992,1990-12-01,1995-05-01
370600,山东省,烟台,市委书记,孟凡利,3910,370602014,非党委常委,正市/厅/局级,2016,2015-04-01,2017-03-01
370600,山东省,烟台,市委书记,张术平,22192,370402012,非党委常委,正市/厅/局级,2020,2018-04-01,2021-02-01
370600,山东省,烟台,市长,王树建,4768,370601992,非党委常委,正市/厅/局级,1992,1992-01-01,1995-06-01
140500,山西省,晋城,市长,李雁红,2740,140502003,非党委常委,正市/厅/局级,2004,2003-01-01,2005-03-01
650100,新疆维吾尔自治区,乌鲁木齐,市长,雪克莱提·扎克尔,16043,650102001,非党委常委,正市/厅/局级,2004,2000-12-01,2005-12-01
650100,新疆维吾尔自治区,乌鲁木齐,市长,吉尔拉·衣沙木丁,1931,652902005,非党委常委,正市/厅/局级,2012,2008-02-01,2013-01-01
650100,新疆维吾尔自治区,乌鲁木齐,市长,伊力哈木·沙比尔,16518,650102013,非党委常委,正市/厅/局级,2016,2013-03-01,2018-01-01
140500,山西省,晋城,市委书记,张九萍,7466,141102009,非党委常委,正市/厅/局级,2012,2012-01-01,2018-01-01
450500,广西壮族自治区,北海,市长,连友农,2872,450502007,非党委常委,正市/厅/局级,2008,2006-08-01,2011-08-01
370600,山东省,烟台,市委书记,孙永春,5624,371402001,非党委常委,正市/厅/局级,2008,2006-10-01,2011-04-01
370600,山东省,烟台,市委书记,张江汀,7436,370602007,非党委常委,正市/厅/局级,2012,2011-05-01,2015-04-01
450500,广西壮族自治区,北海,市长,周家斌,5274,450502012,非党委常委,正市/厅/局级,2012,2011-08-01,2015-02-01
450500,广西壮族自治区,北海,市长,蔡锦军,19151,450502018,非党委常委,正市/厅/局级,2020,2018-01-01,2021-01-01
370600,山东省,烟台,市委书记,王树建,4768,370601992,非党委常委,正市/厅/局级,1996,1995-06-01,1997-01-01
370600,山东省,烟台,市委书记,任海深,4259,370601995,非党委常委,正市/厅/局级,2000,1997-12-01,2001-06-01
450600,广西壮族自治区,防城港,市委书记,管炳六,9861,450611995,非党委常委,正市/厅/局级,1996,1995-02-01,1997-02-01
450600,广西壮族自治区,防城港,市委书记,徐文彦,15903,450611997,非党委常委,正市/厅/局级,2000,1997-02-01,2002-01-01
450600,广西壮族自治区,防城港,市委书记,朱军,18084,450612002,非党委常委,正市/厅/局级,2004,2002-02-01,2008-02-01
370500,山东省,东营,市长,张建华,7416,370502007,非党委常委,正市/厅/局级,2008,2006-10-01,2011-01-01
140500,山西省,晋城,市长,王清宪,4712,140502011,非党委常委,正市/厅/局级,2012,2011-01-01,2013-02-01
370500,山东省,东营,市长,申长友,4338,370502012,非党委常委,正市/厅/局级,2012,2011-12-01,2015-01-01
370500,山东省,东营,市长,赵豪志,17546,370502015,非党委常委,正市/厅/局级,2016,2015-01-01,2018-10-01
370500,山东省,东营,市长,阎启俊,6601,370501995,非党委常委,正市/厅/局级,1996,1995-02-01,1997-12-01
370500,山东省,东营,市长,石军,4394,370501998,非党委常委,正市/厅/局级,2000,1997-12-01,2001-01-01
370500,山东省,东营,市长,刘国信,22379,370502001,非党委常委,正市/厅/局级,2004,2001-01-01,2006-10-01
450600,广西壮族自治区,防城港,市委书记,刘正东,3478,451002006,非党委常委,正市/厅/局级,2012,2011-08-01,2014-01-01
450600,广西壮族自治区,防城港,市委书记,金湘军,2118,450902003,非党委常委,正市/厅/局级,2016,2014-01-01,2018-01-01
450600,广西壮族自治区,防城港,市委书记,李延强,19150,450502017,非党委常委,正市/厅/局级,2020,2018-01-01,2021-03-01
370500,山东省,东营,市委书记,姜杰,2027,370502011,非党委常委,正市/厅/局级,2012,2011-12-01,2013-06-01
370500,山东省,东营,市委书记,申长友,4338,370502012,非党委常委,正市/厅/局级,2016,2015-01-01,2018-03-01
370500,山东省,东营,市委书记,李宽端,22221,370702017,非党委常委,正市/厅/局级,2020,2018-05-01,2022-01-01
450600,广西壮族自治区,防城港,市长,毛旭辉,13050,450601993,非党委常委,正市/厅/局级,1996,1993-06-01,1997-02-01
370500,山东省,东营,市委书记,国家森,9990,370511996,非党委常委,正市/厅/局级,1996,1995-11-01,2001-01-01
140600,山西省,朔州,市委书记,金银焕,10951,140611996,非党委常委,正市/厅/局级,1996,1995-12-01,2000-01-01
650100,新疆维吾尔自治区,乌鲁木齐,市长,玉素甫·艾沙,16731,650101988,非党委常委,副省/部级,1992,1988-03-01,1994-04-01
650100,新疆维吾尔自治区,乌鲁木齐,市长,买买提明·扎克尔,3872,652901992,非党委常委,正市/厅/局级,1996,1994-04-01,1998-01-01
370500,山东省,东营,市委书记,国家森,9990,370511996,非党委常委,正市/厅/局级,2000,1995-11-01,2001-01-01
370500,山东省,东营,市委书记,石军,4394,370501998,非党委常委,正市/厅/局级,2004,2001-01-01,2006-10-01
370500,山东省,东营,市委书记,张秋波,7555,371502001,非党委常委,正市/厅/局级,2008,2006-10-01,2011-12-01
450600,广西壮族自治区,防城港,市长,莫恭明,3945,450602008,非党委常委,正市/厅/局级,2012,2008-02-01,2013-02-01
450600,广西壮族自治区,防城港,市长,何朝建,10109,450602013,非党委常委,正市/厅/局级,2016,2013-02-01,2017-11-01
370400,山东省,枣庄,市长,李峰,2318,370402015,非党委常委,正市/厅/局级,2016,2015-02-01,2018-09-01
370500,山东省,东营,市委书记,陆人杰,12641,370511990,非党委常委,正市/厅/局级,1992,1990-06-01,1993-01-01
370400,山东省,枣庄,市长,刘玉祥,3447,370402003,非党委常委,正市/厅/局级,2004,2002-12-01,2006-09-01
370400,山东省,枣庄,市长,陈伟,529,370402007,非党委常委,正市/厅/局级,2008,2006-09-01,2011-12-01
370400,山东省,枣庄,市长,张术平,7601,370402012,非党委常委,正市/厅/局级,2012,2011-12-01,2015-02-01
450600,广西壮族自治区,防城港,市长,班忠柏,8174,450602018,非党委常委,正市/厅/局级,2020,2017-11-01,2021-01-01
450700,广西壮族自治区,钦州,市委书记,褚之田,8962,450711995,非党委常委,正市/厅/局级,1992,1990-01-01,1996-02-01
370400,山东省,枣庄,市委书记,李峰,2318,370402015,非党委常委,正市/厅/局级,2020,2018-09-01,2021-01-01
370400,山东省,枣庄,市长,秦尧基,13494,370401991,非党委常委,正市/厅/局级,1992,1991-03-01,1997-12-01
650100,新疆维吾尔自治区,乌鲁木齐,市委书记,杨刚,6700,650411994,省委常委,副省/部级,2004,2000-12-01,2006-11-01
650100,新疆维吾尔自治区,乌鲁木齐,市委书记,栗智,2869,652712001,非党委常委,副省/部级,2008,2008-01-01,2009-08-01
650100,新疆维吾尔自治区,乌鲁木齐,市委书记,朱海仑,5371,653212004,省委常委,副省/部级,2012,2009-09-01,2016-05-01
650100,新疆维吾尔自治区,乌鲁木齐,市委书记,徐海荣,15839,650112017,省委常委,副省/部级,2020,2017-03-01,2021-10-01
370400,山东省,枣庄,市长,秦尧基,13494,370401991,非党委常委,正市/厅/局级,1996,1991-03-01,1997-12-01
370400,山东省,枣庄,市长,马金忠,3783,370401998,非党委常委,正市/厅/局级,2000,1997-12-01,2002-12-01
370400,山东省,枣庄,市委书记,刘玉祥,3447,370402003,非党委常委,正市/厅/局级,2008,2006-09-01,2011-12-01
370400,山东省,枣庄,市委书记,陈伟,529,370402007,非党委常委,正市/厅/局级,2012,2011-12-01,2015-02-01
370400,山东省,枣庄,市委书记,李同道,2637,371102011,非党委常委,正市/厅/局级,2016,2015-02-01,2018-07-01
450700,广西壮族自治区,钦州,市委书记,车荣福,246,450701998,非党委常委,正市/厅/局级,2000,1998-12-01,2003-05-01
450700,广西壮族自治区,钦州,市委书记,黄道伟,1723,450712003,非党委常委,正市/厅/局级,2004,2003-05-01,2006-11-01
370400,山东省,枣庄,市委书记,郭振山,9980,370411993,非党委常委,正市/厅/局级,1996,1992-12-01,1997-12-01
370400,山东省,枣庄,市委书记,张传林,7233,370411998,非党委常委,正市/厅/局级,2000,1997-12-01,2002-12-01
370400,山东省,枣庄,市委书记,马金忠,3783,370401998,非党委常委,正市/厅/局级,2004,2002-12-01,2006-09-01
450700,广西壮族自治区,钦州,市委书记,张晓钦,7692,450702008,非党委常委,正市/厅/局级,2012,2010-01-01,2013-01-01
450700,广西壮族自治区,钦州,市委书记,肖莺子,6309,450702010,非党委常委,正市/厅/局级,2016,2013-01-01,2017-03-01
450700,广西壮族自治区,钦州,市长,刘嘉森,12184,450701995,非党委常委,正市/厅/局级,1996,1995-05-01,1997-04-01
650100,新疆维吾尔自治区,乌鲁木齐,市委书记,颉富平,2097,652911990,非党委常委,正市/厅/局级,1992,1990-12-01,1993-01-01
650100,新疆维吾尔自治区,乌鲁木齐,市委书记,吴敦夫,6085,650111993,省委常委,副省/部级,1996,1995-05-01,1999-10-01
140600,山西省,朔州,市委书记,阎沁生,6629,140602000,非党委常委,正市/厅/局级,2004,2003-01-01,2006-01-01
370300,山东省,淄博,市长,周连华,5284,370302015,非党委常委,正市/厅/局级,2016,2015-02-01,2017-04-01
450700,广西壮族自治区,钦州,市长,汤世保,5696,450702003,非党委常委,正市/厅/局级,2004,2003-05-01,2008-02-01
370300,山东省,淄博,市长,张建国,7410,370301998,非党委常委,正市/厅/局级,2000,1997-12-01,2002-06-01
370300,山东省,淄博,市长,刘慧晏,3199,370302002,非党委常委,正市/厅/局级,2004,2002-06-01,2007-02-01
370300,山东省,淄博,市长,周清利,5300,370302007,非党委常委,正市/厅/局级,2008,2007-03-01,2012-09-01
450700,广西壮族自治区,钦州,市长,肖莺子,6309,450702010,非党委常委,正市/厅/局级,2012,2010-01-01,2013-02-01
370300,山东省,淄博,市长,韩新民,10053,370301988,非党委常委,正市/厅/局级,1992,1988-04-01,1994-10-01
370300,山东省,淄博,市长,李书绅,11531,370301995,非党委常委,正市/厅/局级,1996,1994-12-01,1997-12-01
370300,山东省,淄博,市委书记,张建国,7410,370301998,非党委常委,正市/厅/局级,2004,2002-06-01,2007-03-01
370300,山东省,淄博,市委书记,刘慧晏,3199,370302002,非党委常委,正市/厅/局级,2008,2007-02-01,2012-08-01
370300,山东省,淄博,市委书记,王浩,6012,370312015,非党委常委,正市/厅/局级,2016,2015-02-01,2017-04-01
450700,广西壮族自治区,钦州,市长,谭丕创,14219,450702018,非党委常委,正市/厅/局级,2020,2018-02-01,2021-01-01
140600,山西省,朔州,市长,董福山,9227,140601990,非党委常委,正市/厅/局级,1992,1990-02-01,1993-03-01
140600,山西省,朔州,市委书记,王茂设,4642,140502008,非党委常委,正市/厅/局级,2012,2011-02-01,2013-02-01
140600,山西省,朔州,市委书记,王安庞,5855,140802008,非党委常委,正市/厅/局级,2016,2013-02-01,2017-12-01
140600,山西省,朔州,市委书记,陈振亮,18968,140802016,非党委常委,正市/厅/局级,2020,2017-12-01,2021-01-01
450800,广西壮族自治区,贵港,市委书记,黄延南,10603,450811995,非党委常委,正市/厅/局级,1996,1995-01-01,2000-01-01
450800,广西壮族自治区,贵港,市委书记,覃远通,14202,450812000,非党委常委,正市/厅/局级,2000,2000-01-01,2006-08-01
450800,广西壮族自治区,贵港,市委书记,覃远通,14202,450812000,非党委常委,正市/厅/局级,2004,2000-01-01,2006-08-01
370300,山东省,淄博,市委书记,杜祥荣,9321,370311991,非党委常委,正市/厅/局级,1992,1991-01-01,1996-03-01
370300,山东省,淄博,市委书记,阎启俊,6601,370501995,非党委常委,正市/厅/局级,2000,1997-12-01,2002-06-01
450800,广西壮族自治区,贵港,市委书记,赖德荣,2179,450802006,非党委常委,正市/厅/局级,2008,2006-08-01,2011-08-01
450800,广西壮族自治区,贵港,市委书记,王可,14741,450812012,非党委常委,正市/厅/局级,2012,2011-08-01,2015-11-01
450800,广西壮族自治区,贵港,市委书记,李新元,2711,450702013,非党委常委,正市/厅/局级,2016,2015-12-01,2021-02-01
